sessionId,label
181,0
182,1
183,0
184,1
185,0
186,1
187,0
188,1
189,0
190,1
191,0
192,1
193,0
194,1
195,0
196,1
197,0
198,1
199,0
200,1
201,0
202,1
203,0
204,1
205,0
206,1
207,0
208,1
209,0
210,1
211,0
212,1
213,0
214,1
215,0
216,1
217,0
218,1
219,0
220,1
221,0
222,1
223,0
224,1
225,0
226,1
227,0
228,1
229,0
230,1
231,0
232,1
233,0
234,1
235,0
236,1
237,0
238,1
239,0
240,1
241,0
242,1
243,0
244,1
245,0
246,1
247,0
248,1
249,0
250,1
251,0
252,1
253,0
254,1
255,0
256,1
257,0
258,1
259,0
260,1
261,0
262,1
263,0
264,1
265,0
266,1
267,0
268,1
269,0
270,1
271,0
272,1
273,0
274,1
275,0
276,1
277,0
278,1
279,0
280,1
281,0
282,1
283,0
284,1
285,0
286,1
287,0
288,1
289,0
290,1
291,0
292,1
293,0
294,1
295,0
296,1
297,0
298,1
299,0
300,1
301,0
302,1
303,0
304,1
305,0
306,1
307,0
308,1
309,0
310,1
311,0
312,1
313,0
314,1
315,0
316,1
317,0
318,1
319,0
320,1
321,0
322,1
323,0
324,1
325,0
326,1
327,0
328,1
329,0
330,1
331,0
332,1
333,0
334,1
335,0
336,1
337,0
338,1
339,0
340,1
341,0
342,1
343,0
344,1
345,0
346,1
347,0
348,1
349,0
350,1
351,0
352,1
353,0
354,1
355,0
356,1
357,0
358,1
359,0
360,1
591,0
592,1
593,0
594,1
595,0
596,1
597,0
598,1
599,0
600,1
601,0
602,1
603,0
604,1
605,0
606,1
607,0
608,1
609,0
610,1
611,0
612,1
613,0
614,1
615,0
616,1
617,0
618,1
619,0
620,1
621,0
622,1
623,0
624,1
625,0
626,1
627,0
628,1
629,0
630,1
631,0
632,1
633,0
634,1
635,0
636,1
637,0
638,1
689,0
690,1
